14854262	22977
__stool_NN_2	22977
00590383	29802
__chieftainship_NN_1	29802
08769179	18278
__saxony_NN_1	18278
02338145	17253
__ondatra_zibethica_NN_1	17253
01990168	11547
__founder_VB_2	11547
11812094	9955
__rose_campion_NN_1	9955
07491708	137
__enjoyment_NN_1	137
02106662	6940
__german_shepherd_dog_NN_1	6940
01667449	8005
__quilt_VB_1	8005
08838556	20666
__wake_island_NN_1	20666
01973759	30029
__raise_VB_8	30029
08349548	21694
__admiralty_NN_1	21694
03848348	14048
__opener_NN_3	14048
10770059	32272
__watchman_NN_1	32272
13547513	20359
__reducing_NN_2	20359
01036804	23559
__twaddle_VB_1	23559
07123710	26692
__yodel_NN_1	26692
09799607	40928
__apostolic_delegate_NN_1	40928
07528212	20402
__exhilaration_NN_1	20402
03646916	11946
__latticework_NN_1	11946
10261041	36085
__lifer_NN_1	36085
12906334	28457
__mandragora_NN_1	28457
13625237	25797
__bit_NN_6	25797
01219893	13427
__dispraise_NN_1	13427
12046251	32497
__genus_bletia_NN_1	32497
09166902	19264
__silicon_valley_NN_1	19264
01119950	1575
__rush_VB_2	1575
01479937	21577
__placodermi_NN_1	21577
01218766	22175
__idolization_NN_1	22175
01487743	7506
__rhincodontidae_NN_1	7506
02426634	23609
__taurotragus_NN_1	23609
08207672	38864
__saddam's_martyrs_NN_1	38864
02076535	5251
__otariidae_NN_1	5251
06743230	20939
__preachification_NN_1	20939
05376844	22427
__vena_peroneus_NN_1	22427
11377851	28034
__webb_NN_2	28034
03731695	16168
__sledgehammer_NN_1	16168
04197235	18120
__shipyard_NN_1	18120
04792357	12693
__adequateness_NN_1	12693
08168117	2493
__third_estate_NN_1	2493
04066476	38086
__redoubt_NN_1	38086
10109662	19384
__freewheeler_NN_1	19384
10738515	37606
__union_representative_NN_1	37606
11659500	37532
__sundacarpus_NN_1	37532
02772868	8758
__baffle_board_NN_1	8758
01545314	24333
__squat_VB_1	24333
12523475	20729
__jacaranda_NN_1	20729
11883137	21404
__genus_cheiranthus_NN_1	21404
05779712	40868
__supposition_NN_3	40868
08988609	14325
__st._lucia_NN_1	14325
02125223	5188
__wind_VB_4	5188
01534034	9365
__pyrrhula_NN_1	9365
09166534	14257
